Thu nhập lãi thuần,Chi phí hoạt động,Tổng TNTT,Tổng LNST,LNST của CĐ Ngân hàng mẹ,Tổng tài sản,"- Tiền, vàng gửi và cho vay các TCTD",- Cho vay khách hàng,Nợ phải trả,- Tiền gửi và vay các TCTD,- Tiền gửi của khách hàng,Vốn và các quỹ,- Vốn của TCTD,- Lợi nhuận chưa phân phối,EPS của 4 quý gần nhất,BVPS cơ bản,P/E cơ bản,ROEA,ROAA,Time
"6,505,527","3,153,871","2,430,267","1,989,405","1,965,970","950,377,908","77,178,121","664,598,285","904,464,860","78,678,458","709,881,032","45,913,048","34,271,776","7,742,151","1,908.00","13,430.00",8.91,4.35,0.21,"Quý 3/2017
01/07-30/09
CKT/HN"
"4,694,474","3,143,376","1,233,962","991,465","975,175","930,267,623","64,693,403","647,673,991","885,845,040","76,733,896","692,338,550","44,422,583","34,271,776","6,212,187","2,015.00","12,994.00",8.69,2.21,0.11,"Quý 2/2017
01/04-30/06
CKT/HN"
"5,639,622","2,637,765","2,077,481","1,682,557","1,659,280","858,962,424","59,857,030","614,994,652","815,199,182","86,516,836","612,338,872","43,763,242","34,271,776","5,617,562","2,000.00","12,801.00",8.35,3.85,0.19,"Quý 1/2017
01/01-31/03
CKT/HN"
"5,653,084","3,470,981","2,409,002","1,868,651","1,821,335","850,748,064","67,188,969","591,091,131","808,419,328","79,750,569","564,588,887","42,328,736","34,271,776","4,242,029","2,164.00","12,381.00",9.52,4.43,0.22,"Quý 4/2016
01/10-31/12
CKT/HN"
"5,224,712","3,125,230","2,417,767","2,017,265","2,009,668","786,161,308","65,374,425","541,668,711","746,180,700","81,232,254","543,117,601","39,980,608","34,271,776","3,573,463","2,114.00","11,695.00",11.21,5.32,0.27,"Quý 3/2016
01/07-30/09
CKT/HN"
"3,889,895","2,321,900","876,467","644,323","630,626","724,814,510","49,051,711","509,166,580","689,309,927","74,043,344","531,062,883","35,504,583","31,565,860","2,076,820","1,959.00","11,278.00",11.28,1.78,0.09,"Quý 2/2016
01/04-30/06
CKT/HN"
"4,591,467","2,026,739","2,273,116","1,865,036","1,854,649","662,205,689","42,726,263","457,574,958","626,954,315","87,986,471","463,566,173","35,251,374","28,142,332","5,116,403","1,884.00","12,540.00",9.34,5.41,0.28,"Quý 1/2016
01/01-31/03
CKT/HN"
"4,678,383","2,894,398","1,860,219","1,457,194","1,449,101","650,363,737","50,062,367","439,154,336","616,661,022","86,186,209","440,471,589","33,367,041","28,142,333","3,600,257","1,771.00","11,869.00",7.17,4.43,0.23,"Quý 4/2015
01/10-31/12
CKT/HN"
"3,559,292","1,883,557","1,983,243","1,585,865","1,574,004","598,942,481","58,136,898","405,158,201","566,567,026","60,113,441","399,573,612","32,047,629","28,142,333","3,088,170","1,591.00","11,400.00",8.67,4.82,0.27,"Quý 3/2015
01/07-30/09
CKT/HN"
"4,164,361","2,677,845","543,796","427,235","418,140","579,021,818","57,060,069","389,642,596","545,521,644","60,267,896","386,055,616","33,199,191","28,142,022","4,233,591","1,434.00","11,810.00",10.60,1.25,0.07,"Quý 2/2015
01/04-30/06
CKT/HN"
