Thu nhập lãi thuần,Chi phí hoạt động,Tổng TNTT,Tổng LNST,LNST của CĐ Ngân hàng mẹ,Tổng tài sản,"- Tiền, vàng gửi và cho vay các TCTD",- Cho vay khách hàng,Nợ phải trả,- Tiền gửi và vay các TCTD,- Tiền gửi của khách hàng,Vốn và các quỹ,- Vốn của TCTD,- Lợi nhuận chưa phân phối,EPS của 4 quý gần nhất,BVPS cơ bản,P/E cơ bản,ROEA,ROAA,Time
"2,806,137","1,269,778","1,894,534","1,441,003","1,434,549","332,476,987","71,158,422","191,824,108","305,777,278","70,988,798","205,224,636","26,561,802","18,619,700","6,085,514","3,554.00","15,103.00",8.78,6.07,0.45,"Quý 1/2011
01/01-31/03
CKT/HN"
"2,459,568","1,340,871","1,438,017","1,141,593","1,139,242","307,614,509","78,755,500","171,143,464","286,278,490","59,529,027","204,725,580","21,215,970","14,255,875","5,815,378","3,370.00","16,044.00",9.64,5.51,0.40,"Quý 4/2010
01/10-31/12
CKT/HN"
"1,819,228","1,035,575","1,245,691","931,166","926,475","260,316,229","50,610,602","158,524,445","240,067,606","29,407,362","190,074,588","20,130,674","14,255,875","4,685,879","3,711.00","15,223.00",9.76,5.07,0.37,"Quý 3/2010
01/07-30/09
CKT/HN"
"2,461,204","1,419,865","1,352,588","1,034,128","1,034,128","246,334,663","41,589,689","146,850,265","229,926,603","26,758,695","182,515,775","16,408,070","12,100,860","3,413,676","2,945.00","13,559.00",13.99,6.10,0.43,"Quý 2/2010
01/04-30/06
CKT/CTM"
"1,757,133","711,087","1,417,735","1,072,623","1,067,939","239,127,324","33,283,281","146,445,573","221,508,997","31,391,732","166,890,115","17,497,012","12,146,020","4,170,658","3,053.00","14,459.00",14.41,6.24,0.43,"Quý 1/2010
01/01-31/03
CKT/HN"
"1,731,788","1,250,177","1,893,355","1,471,954","1,461,600","256,053,219","47,452,756","137,454,607","238,891,989","38,369,017","169,173,420","17,051,922","12,163,205","4,430,292","3,088.00","14,091.00",15.22,9.06,0.61,"Quý 4/2009
01/10-31/12
CKT/HN"
"1,781,921","951,313","1,274,789","970,636","970,636","223,483,609","18,664,897","132,556,953","208,255,200","27,606,676","158,684,377","15,228,409","12,100,860","2,694,731","1,109.00","12,585.00",48.26,6.40,0.44,"Quý 3/2009
01/07-30/09
KT/CTM"
"1,635,906","738,651","1,469,867","1,169,473","1,165,044","215,651,790","30,589,019","126,595,451","200,472,829","21,495,167","154,848,458","15,080,830","12,177,068","2,254,279","1,881.00","12,463.00",31.90,7.78,0.53,"Quý 2/2009
01/04-30/06
CKT/HN"
"1,731,788","1,250,177","1,893,355","1,471,954","1,461,600","256,053,219","47,452,756","137,454,607","238,891,989","38,369,017","169,173,420","17,051,922","12,163,205","4,430,292","3,088.00","14,091.00",15.22,9.06,0.61,"Quý 4/2009
01/10-31/12
CKT/HN"
"1,781,921","951,313","1,274,789","970,636","970,636","223,483,609","18,664,897","132,556,953","208,255,200","27,606,676","158,684,377","15,228,409","12,100,860","2,694,731","1,109.00","12,585.00",48.26,6.40,0.44,"Quý 3/2009
01/07-30/09
KT/CTM"
"1,635,906","738,651","1,469,867","1,169,473","1,165,044","215,651,790","30,589,019","126,595,451","200,472,829","21,495,167","154,848,458","15,080,830","12,177,068","2,254,279","1,881.00","12,463.00",31.90,7.78,0.53,"Quý 2/2009
01/04-30/06
CKT/HN"
"1,388,421","527,903","1,459,903","1,115,033","1,110,660","220,493,456","25,216,081","113,136,208","205,501,553","34,819,661","147,524,002","14,884,329","12,177,072","1,924,073",918.00,"12,300.00",0,7.75,0.50,"Quý 1/2009
01/01-31/03
CKT/HN"
