Thu nhập lãi thuần,Chi phí hoạt động,Tổng TNTT,Tổng LNST,LNST của CĐ Ngân hàng mẹ,Tổng tài sản,"- Tiền, vàng gửi và cho vay các TCTD",- Cho vay khách hàng,Nợ phải trả,- Tiền gửi và vay các TCTD,- Tiền gửi của khách hàng,Vốn và các quỹ,- Vốn của TCTD,- Lợi nhuận chưa phân phối,EPS của 4 quý gần nhất,BVPS cơ bản,P/E cơ bản,ROEA,ROAA,Time
"1,766,594","1,227,690","262,253","183,252","183,252","163,241,378","13,924,797","77,255,692","154,261,083","26,228,249","108,353,665","8,980,295","6,348,779","2,090,130","1,944.00","14,148.00",,2.07,0.12,"Quý 3/2013
01/07-30/09
CKT/HN"
"1,098,672","959,227","612,042","476,934","476,934","147,625,564","8,857,824","69,943,798","138,871,254","23,803,059","100,296,066","8,754,310","6,348,779","1,921,216","1,655.00","13,792.00",,5.60,0.34,"Quý 1/2013
01/01-31/03
CKT/HN"
"1,236,243","775,808","533,128","416,387","416,387","135,137,164","7,148,920","61,312,473","126,869,923","19,316,113","91,566,064","8,267,241","6,348,779","1,506,534","1,193.00","13,025.00",,5.16,0.31,"Quý 4/2012
01/10-31/12
CKT/HN"
"1,167,447","720,838","201,180","157,150","157,150","130,004,786","12,432,158","53,473,122","122,118,397","17,883,991","89,026,315","7,886,389","6,348,779","1,234,283",537.00,"12,425.00",,2.01,0.13,"Quý 1/2013
01/01-31/03
CKT/HN"
"949,735","665,373","280,488","183,912","183,912","119,577,305","14,649,870","46,786,355","112,470,661","11,341,632","87,300,703","7,106,644","5,771,369","1,045,762",645.00,"12,317.00",,5.18,0.31,"Quý 4/2012
01/10-31/12
CKT/HN"
"705,092","561,249","143,112","130,643","130,643","112,611,227","24,438,365","41,120,083","105,861,866","26,495,673","68,715,611","6,749,361","5,771,369","770,614","1,146.00","11,697.00",,1.95,0.12,"Quý 3/2012
01/07-30/09
CKT/HN"
"880,966","557,347","61,874","57,672","57,672","102,628,745","26,761,122","36,523,123","96,000,774","25,655,717","59,509,944","6,627,971","5,771,369","623,702",920.00,"11,487.00",,0.88,0.06,"Quý 2/2012
01/04-30/06
CKT/HN"
"705,092","561,249","143,112","130,643","130,643","112,611,227","24,438,365","41,120,083","105,861,866","26,495,673","68,715,611","6,749,361","5,771,369","770,614","1,146.00","11,697.00",,1.95,0.12,
"880,966","557,347","61,874","57,672","57,672","102,628,745","26,761,122","36,523,123","96,000,774","25,655,717","59,509,944","6,627,971","5,771,369","623,702",920.00,"11,487.00",,0.88,0.06,
"727,043","504,861","281,534","201,687","201,687","89,383,190","21,112,806","33,114,976","82,877,888","22,218,560","47,505,834","6,505,301","5,051,369","1,257,536",937.00,"12,882.00",,3.14,0.23,
"401,441","196,790","368,748","271,506","271,506","87,519,140","22,141,918","33,058,321","81,181,923","24,410,284","39,431,470","6,341,017","5,051,369","1,168,318",538.00,"12,556.00",,8.56,0.62,
