Doanh thu thuần,Lợi nhuận gộp,LN thuần từ HĐKD,LNST thu nhập DN,LNST của CĐ cty mẹ,Tài sản ngắn hạn,Tổng tài sản,Nợ phải trả,Nợ ngắn hạn,Vốn chủ sở hữu,EPS của 4 quý gần nhất,BVPS cơ bản,P/E cơ bản,ROS,ROEA,ROAA,Lợi ích của CĐ thiểu số,Time
"266,633","144,115","311,983","350,955","225,662","18,595,527","33,289,829","24,622,479","16,323,272","6,254,944","7,065.00","15,991.00",14.16,131.62,3.67,0.72,"2,412,405","Quý 3/2011
01/07-30/09
CKT/HN"
"386,090","234,129","401,305","331,421","252,717","16,230,547","29,323,115","20,153,194","11,377,172","6,029,303","6,813.00","15,414.00",20.11,85.84,3.74,0.89,"3,140,618","Quý 2/2011
01/04-30/06
CKT/HN"
"473,957","320,341","162,742","130,200","96,633","13,535,477","27,618,525","17,131,836","6,080,238","7,472,723","7,173.00","19,584.00",18.26,27.47,1.35,0.36,"3,013,965","Quý 1/2011
01/01-31/03
CKT/HN"
"3,275,702","2,512,921","2,696,070","2,294,964","2,117,026","13,326,422","26,146,849","16,593,209","5,250,152","6,842,651","8,030.00","18,363.00",12.14,70.06,39.84,9.31,"2,710,989","Quý 4/2010
01/10-31/12
CKT/HN"
"309,645","228,398","86,603","14,853","51,176","7,647,737","19,307,550","13,646,651","3,335,586","3,786,064","3,363.00","10,282.00",18.14,4.80,1.42,0.28,"1,874,835","Quý 3/2010
01/07-30/09
CKT/HN"
"183,274","127,171","128,519","83,985","105,370","7,159,683","17,238,080","12,053,706","1,389,174","3,432,378","4,274.00","9,520.00",16.26,45.82,3.80,0.66,"1,751,995","Quý 2/2010
01/04-30/06
CKT/HN"
"104,359","77,464","58,636","38,214","33,327","6,084,538","14,535,763","10,616,306","1,008,992","2,112,498","4,725.00","10,582.00",18.94,36.62,1.59,0.23,"1,806,960","Quý 1/2010
01/01-31/03
CKT/HN"
"1,766,613","1,202,908","890,609","688,681","616,854","6,982,196","14,549,355","10,818,464","1,744,367","2,112,203","5,158.00","10,581.00",18.22,38.98,27.50,5.43,"1,618,688","Quý 4/2009
01/10-31/12
CKT/HN"
"69,792","47,681","122,256","95,662","95,781","3,336,445","8,176,758","5,524,235","878,740","2,374,153","1,289.00","11,893.00",49.67,137.07,4.88,1.32,"278,370","Quý 3/2009
01/07-30/09
CKT/HN"
"62,570","47,073","74,130","64,092","55,034","1,901,535","6,333,115","4,633,138","406,361","1,553,719",987.00,"12,949.00",75.45,102.43,3.61,0.88,"146,258","Quý 2/2009
01/04-30/06
CKT/HN"
"61,113","47,842","15,734","10,218","11,563","2,263,100","6,225,540","4,603,156","498,640","1,498,781",833.00,"12,492.00",48.25,16.72,0.77,0.19,"123,603","Quý 1/2009
01/01-31/03
CKT/HN"
"74,391","60,448","15,059","6,095","6,266","2,512,360","6,041,956","4,411,291","1,122,605","1,505,971","1,071.00","12,552.00",74.24,8.19,0.39,0.11,"124,694","Quý 4/2008
01/10-31/12
CKT/HN"
"76,625","61,437","45,999","38,942","37,469","3,031,833","5,534,922","3,703,794","474,767","1,705,713","2,341.00","14,216.00",40.59,50.82,2.14,0.69,"125,415","Quý 3/2008
01/07-30/09
CKT/HN"
"64,585","48,216","32,829","38,745","39,943","4,165,812","5,356,523","3,440,825","382,007","1,800,562","2,945.00","15,007.00",31.75,59.99,1.96,0.87,"115,136","Quý 2/2008
01/04-30/06
CKT/HN"
"62,799","47,836","43,844","38,313","38,352","2,826,667","3,813,647","1,364,530","310,225","2,281,564","3,474.00","19,016.00",24.61,61.01,1.86,1.10,"167,553","Quý 1/2008
01/01-31/03
CKT/HN"
"46,906","33,379","149,629","130,999","130,999","2,017,364","3,090,237","1,229,619","182,701","1,860,619","3,577.00","23,258.00",43.33,279.28,7.30,5.28,0,"Quý 4/2007
01/10-31/12
CKT/CTM"
"46,363","32,465","103,962","89,551","89,551","1,326,122","1,868,140","138,521","86,946","1,729,620","1,940.00","21,620.00",80.93,193.15,7.48,6.68,0,"Quý 3/2007
01/07-30/09
CKT/CTM"
"86,808","62,405","71,582","65,827","65,648","359,011","811,977","116,281","67,924","665,648","1,094.00","11,094.00",0,75.83,19.72,16.17,"30,048","Quý 2/2007
01/04-30/06
CKT/CTM"
