Thu nhập lãi thuần,Chi phí hoạt động,Tổng TNTT,Tổng LNST,LNST của CĐ Ngân hàng mẹ,Tổng tài sản,"- Tiền, vàng gửi và cho vay các TCTD",- Cho vay khách hàng,Nợ phải trả,- Tiền gửi và vay các TCTD,- Tiền gửi của khách hàng,Vốn và các quỹ,- Vốn của TCTD,- Lợi nhuận chưa phân phối,EPS của 4 quý gần nhất,BVPS cơ bản,P/E cơ bản,ROEA,ROAA,Time
"1,268,511","564,881","863,426","636,169","636,169","206,844,077","55,492,805","90,858,407","194,875,987","34,465,887","110,295,564","11,968,090","9,376,965","1,426,409","3,576.00","12,763.00",6.40,5.45,0.31,"Quý 1/2011
01/01-31/03
CKT/HN"
"1,308,211","646,043","1,104,920","851,134","851,134","205,801,581","34,661,250","86,478,408","194,420,600","28,129,963","106,936,611","11,380,981","9,376,965","683,337","3,365.00","12,137.00",7.76,7.82,0.44,"Quý 4/2010
01/10-31/12
CKT/HN"
"1,137,161","570,894","667,190","478,676","478,676","177,944,014","18,963,531","80,233,268","167,564,978","17,176,208","106,787,166","10,379,036","7,814,138","1,556,734","3,147.00","13,282.00",9.06,4.77,0.27,"Quý 3/2010
01/07-30/09
CKT/HN"
"1,028,775","468,347","1,034,182","849,725","849,725","174,743,479","27,690,994","71,469,969","165,048,101","21,240,908","99,074,577","9,695,378","7,814,138","1,030,075","3,333.00","12,407.00",9.15,8.93,0.49,"Quý 2/2010
01/04-30/06
CKT/CTM"
"725,380","442,378","578,383","438,663","438,663","172,641,301","27,606,455","57,918,471","163,298,613","11,331,648","89,999,380","9,342,688","7,814,138","605,741","3,270.00","11,956.00",10.49,4.51,0.26,"Quý 1/2010
01/01-31/03
CKT/HN"
"845,938",,"845,938","653,810","653,810","172,113,441","36,698,304","61,855,984","162,020,217","8,901,913","88,467,111","10,093,224","7,814,138","1,313,191","3,317.00","12,917.00",11.21,6.56,0.38,"Quý 4/2009
01/10-31/12
CKT/CTM"
"641,749",,"641,749","496,469","496,469","169,512,665","28,838,499","61,347,248","159,660,133","2,235,918","101,023,362","9,852,532","7,705,744","991,701","4,510.00","12,786.00",10.29,5.70,0.33,"Quý 3/2009
01/07-30/09
CKT/CTM"
"868,056",,"868,056","685,331","685,331","129,788,150","22,582,486","50,604,176","122,207,340","2,708,170","90,612,959","7,580,810","6,355,813","495,232","4,996.00","11,927.00",9.81,9.07,0.51,"Quý 2/2009
01/04-30/06
CKT/CTM"
"516,503","415,685","462,546","359,889","359,889","136,561,581","24,920,857","37,085,761","129,029,381","1,706,254","74,787,641","7,532,199","6,355,813","497,677","5,582.00","11,851.00",5.23,4.70,0.30,"Quý 1/2009
01/01-31/03
CKT/HN"
"1,167,870",,"1,167,870","1,013,876","1,013,876","114,195,359","24,171,514","34,604,077","106,434,545","9,693,074","60,735,411","7,760,813","6,355,813","689,150","7,482.00","12,211.00",3.73,13.42,0.90,"Quý 4/2008
01/10-31/12
CKT/CTM"
